[432.29] node 0: n_msg = 153812; bytes = 34495488; sys_bytes = 9123442
[433.34] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[434.42] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[435.46] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[436.56] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[437.62] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[438.68] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[439.74] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[440.82] node 0: n_msg = 504; bytes = 4032; sys_bytes = 0
[441.85] node 0: n_msg = 160776; bytes = 963648; sys_bytes = 58504
[442.90] node 0: n_msg = 16128; bytes = 96768; sys_bytes = 5714
[443.99] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[445.05] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[446.14] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[447.21] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[448.30] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[449.39] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[450.45] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[451.57] node 0: n_msg = 118440; bytes = 721728; sys_bytes = 43860
[452.62] node 0: n_msg = 53592; bytes = 303744; sys_bytes = 21030
[453.74] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[454.81] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[455.86] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[456.94] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[458.02] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[459.10] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[460.16] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[461.26] node 0: n_msg = 4032; bytes = 32256; sys_bytes = 1380
[462.34] node 0: n_msg = 168672; bytes = 994560; sys_bytes = 62866
[463.42] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[464.46] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[465.56] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[466.63] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[467.71] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[468.74] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[469.85] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[470.96] node 0: n_msg = 3024; bytes = 24192; sys_bytes = 0
[471.96] node 0: n_msg = 174216; bytes = 1038912; sys_bytes = 64169
[473.03] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[474.08] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[475.15] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[476.18] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[477.26] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[478.34] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[479.39] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[480.48] node 0: n_msg = 504; bytes = 4032; sys_bytes = 0
[481.53] node 0: n_msg = 185304; bytes = 1927632; sys_bytes = 87603
[482.60] node 0: n_msg = 54247; bytes = 386569248; sys_bytes = 100324292
[483.70] node 0: n_msg = 167965; bytes = 358328488; sys_bytes = 90551137
[484.80] node 0: n_msg = 156667; bytes = 355825344; sys_bytes = 90549642
[485.84] node 0: n_msg = 235962; bytes = 157551360; sys_bytes = 40433122
[486.84] node 0: n_msg = 16128; bytes = 96768; sys_bytes = 5808
[488.02] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[489.05] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[490.14] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[491.21] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[492.26] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[493.31] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[494.40] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[495.50] node 0: n_msg = 9744; bytes = 77952; sys_bytes = 3288
[496.58] node 0: n_msg = 158256; bytes = 943488; sys_bytes = 60881
[497.65] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[498.70] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[499.77] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[500.86] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[501.95] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[503.04] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[504.11] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[505.19] node 0: n_msg = 840; bytes = 6720; sys_bytes = 0
[506.22] node 0: n_msg = 176400; bytes = 1056384; sys_bytes = 64883
[507.28] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[508.36] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[509.41] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[510.51] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[511.54] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[512.68] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[513.70] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[514.80] node 0: n_msg = 336; bytes = 2688; sys_bytes = 0
[515.85] node 0: n_msg = 27720; bytes = 185472; sys_bytes = 9940
[516.94] node 0: n_msg = 143304; bytes = 856128; sys_bytes = 54250
[517.98] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[519.07] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[520.15] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[521.19] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[522.30] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[523.34] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[524.42] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[525.52] node 0: n_msg = 2856; bytes = 22848; sys_bytes = 72
[526.55] node 0: n_msg = 173712; bytes = 1034880; sys_bytes = 64146
[527.62] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[528.68] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[529.75] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[530.84] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[531.88] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[532.96] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[534.02] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[535.12] node 0: n_msg = 168; bytes = 1344; sys_bytes = 0
[536.22] node 0: n_msg = 32088; bytes = 193536; sys_bytes = 12012
[537.31] node 0: n_msg = 190344; bytes = 200069520; sys_bytes = 50243901
[538.39] node 0: n_msg = 103581; bytes = 294514848; sys_bytes = 76057751
[539.50] node 0: n_msg = 90214; bytes = 259665408; sys_bytes = 68669524
[540.54] node 0: n_msg = 155961; bytes = 343346688; sys_bytes = 86531942
[541.64] node 0: n_msg = 242348; bytes = 158358528; sys_bytes = 40436579
[542.70] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[543.76] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[544.80] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[545.92] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
[546.96] node 0: n_msg = 0; bytes = 0; sys_bytes = 0
